City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,ginir,7.1333,40.7,14.43,62,16,1.78,ET,1736625796
276,mto wa mbu,-3.35,35.85,21.99,78,100,1.21,TZ,1736625797
277,callao,-12.0667,-77.15,24.16,69,0,4.12,PE,1736625798
278,east london,-33.0153,27.9116,23.0,82,98,8.05,ZA,1736625800
279,isangel,-19.55,169.2667,25.19,72,59,1.37,VU,1736625801
280,aqaba,29.5267,35.0078,15.92,51,0,0.0,JO,1736625802
281,lospalos,-8.5186,127.0025,22.92,97,100,1.63,TL,1736625803
282,margate,51.3813,1.3862,2.05,92,7,4.01,GB,1736625805
283,san borja,-14.8167,-66.85,25.67,95,99,2.91,BO,1736625806
284,corinto,37.9407,22.9573,11.61,84,80,1.5,GR,1736625807
285,hilo,19.7297,-155.09,20.77,98,100,5.14,US,1736625808
286,puerto madryn,-42.7692,-65.0385,28.07,40,79,10.41,AR,1736625675
287,egilsstadir,65.2653,-14.3948,-0.05,86,0,0.51,IS,1736625811
288,arkhipo-osipovka,44.37,38.52,9.42,83,100,1.7,RU,1736625812
289,rikaze,29.25,88.8833,-4.17,31,0,1.16,CN,1736625814
290,palu,-0.8917,119.8707,24.15,98,100,1.31,ID,1736625815
291,fredericton,45.9454,-66.6656,-1.43,79,100,4.63,CA,1736625777
292,tacna,-18.0056,-70.2483,24.11,50,0,5.66,PE,1736625486
293,flin flon,54.7682,-101.865,-19.09,71,20,5.14,CA,1736625819
294,tari,-11.1105,14.3559,19.16,95,99,0.71,AO,1736625820
295,khvansar,33.2205,50.315,-1.72,59,0,2.61,IR,1736625821
296,happy valley-goose bay,53.3168,-60.3315,-0.83,74,75,6.17,CA,1736625823
297,tralee,52.2704,-9.7026,4.28,94,100,2.41,IE,1736625824
298,tazovsky,67.4667,78.7,-20.82,99,95,3.27,RU,1736625825
299,frohburg,51.05,12.55,1.07,76,100,4.02,DE,1736625826
300,hayle,50.1839,-5.4214,9.46,100,100,2.57,GB,1736625828
301,aktau,43.65,51.2,1.32,53,0,8.33,KZ,1736625829
302,adrar,20.5022,-10.0711,18.2,12,0,5.19,MR,1736625830
303,peddapuram,17.0833,82.1333,18.19,83,100,3.15,IN,1736625832
304,holualoa,19.6228,-155.9522,21.92,82,40,4.63,US,1736625833
305,gambat,27.3515,68.5205,15.46,14,0,3.3,PK,1736625834
306,khandyga,62.6667,135.6,-27.22,98,100,0.7,RU,1736625836
307,goundam,16.4145,-3.6708,22.12,13,100,5.0,ML,1736625837
308,ha'il,27.5219,41.6907,11.01,50,0,2.06,SA,1736625838
309,nabari,34.6167,136.0833,-0.42,76,100,1.0,JP,1736625840
310,le cannet,43.5766,7.0191,9.34,82,100,3.6,FR,1736625841
311,panzos,15.4,-89.6667,27.13,59,78,1.92,GT,1736625842
312,akureyri,65.6835,-18.0878,2.96,75,40,7.2,IS,1736625843
313,afaahiti,-17.75,-149.2833,25.89,84,100,10.86,PF,1736625845
314,kourou,5.1552,-52.6478,27.56,73,67,3.56,GF,1736625606
315,weno,7.4515,151.8468,28.03,78,99,9.67,FM,1736625847
316,kawage,34.8045,136.5464,2.9,72,100,1.57,JP,1736625849
317,ar rutbah,33.0381,40.2848,8.42,83,0,2.6,IQ,1736625850
318,kutum,14.2,24.6667,13.78,30,1,4.07,SD,1736625851
319,am timan,11.0297,20.2827,24.93,22,33,2.76,TD,1736625853
320,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-17.91,98,5,1.7,RU,1736625854
321,zepce,44.4267,18.0378,-1.91,88,100,0.86,BA,1736625855
322,constantia,44.1833,28.65,0.38,72,100,3.39,RO,1736625845
323,kawambwa,-9.7915,29.0791,17.42,92,31,0.7,ZM,1736625858
324,lagoa,39.05,-27.9833,18.23,82,100,19.27,PT,1736625859
325,belmonte,-15.8631,-38.8828,26.27,92,83,3.8,BR,1736625860
326,malkara,40.89,26.9011,3.47,88,100,3.31,TR,1736625862
327,zeya,53.75,127.2667,-27.23,100,100,0.98,RU,1736625863
328,tres lagoas,-20.7511,-51.6783,23.85,81,86,3.79,BR,1736625735
329,dryden,49.7833,-92.7503,-13.84,78,100,1.54,CA,1736625866
330,udachny,66.4167,112.4,-27.17,100,98,2.73,RU,1736625744
331,prainha,-1.8,-53.48,32.23,49,92,1.82,BR,1736625869
332,port saint john's,-31.6229,29.5448,25.79,91,90,3.47,ZA,1736625870
333,chernyshevskiy,63.0128,112.4714,-21.91,99,100,1.55,RU,1736625871
334,novomyrhorod,48.7811,31.642,-0.53,81,5,2.68,UA,1736625872
335,ploudalmezeau,48.5333,-4.65,7.21,100,100,2.06,FR,1736625874
336,caleta de carquin,-11.0925,-77.6267,23.39,74,100,4.08,PE,1736625875
337,saint-leu,-21.15,55.2833,26.48,81,58,1.25,RE,1736625876
338,pacific grove,36.6177,-121.9166,16.07,41,0,2.06,US,1736625878
339,pak chong,14.708,101.4161,12.94,68,100,7.91,TH,1736625879
340,minas de marcona,-15.2119,-75.1103,22.11,55,60,5.83,PE,1736625880
341,katsuura,35.1333,140.3,8.31,54,100,2.19,JP,1736625816
342,sinabang,2.4803,96.3801,24.73,90,100,0.85,ID,1736625883
343,santa ana,33.7456,-117.8678,19.14,39,20,2.68,US,1736625418
344,mahdia,35.5047,11.0622,15.38,49,1,4.32,TN,1736625885
345,broken hill,-31.95,141.4333,25.31,36,95,2.82,AU,1736625887
346,inarajan village,13.2736,144.7484,26.0,81,95,9.15,GU,1736625889
347,coquimbo,-29.9533,-71.3436,20.85,68,75,5.14,CL,1736625734
348,abashiri,44.0213,144.2697,-7.19,92,100,3.11,JP,1736625892
349,luuq,3.7938,42.5445,29.44,33,91,4.15,SO,1736625893
350,saint-pierre,-21.3393,55.4781,26.82,74,0,1.54,RE,1736625895
351,ascencion de guarayos,-15.8963,-63.1881,23.26,96,100,1.4,BO,1736625897
352,nueva guinea,11.6876,-84.4562,27.2,74,100,4.55,NI,1736625899
353,dubinino,55.6192,89.0911,-7.26,86,100,7.16,RU,1736625900
354,port elizabeth,-33.918,25.5701,20.73,85,20,6.69,ZA,1736625901
355,buta,2.7858,24.73,23.2,39,50,0.78,CD,1736625903
356,al bardiyah,31.7561,25.0865,15.35,67,0,4.15,LY,1736625904
357,inhambane,-23.865,35.3833,27.78,94,20,2.24,MZ,1736625905
358,juneau,58.3019,-134.4197,3.15,97,100,10.8,US,1736625906
359,thinadhoo,0.5333,72.9333,27.47,75,100,3.46,MV,1736625908
360,qaqortoq,60.7167,-46.0333,3.74,62,100,7.52,GL,1736625909
361,cockburn town,21.4612,-71.1419,23.36,68,10,3.27,TC,1736625866
362,pucheng,27.9233,118.5333,-1.4,42,0,0.36,CN,1736625911
363,bayanhongor,46.7167,100.1167,-18.97,100,100,0.17,MN,1736625913
364,miquelon,47.0975,-56.3814,2.63,73,11,6.33,PM,1736625914
365,gizo,-8.103,156.8419,28.24,75,79,3.1,SB,1736625915
366,rocha,-34.4833,-54.3333,24.88,51,0,5.72,UY,1736625917
367,griffith,41.5284,-87.4237,0.16,70,40,5.14,US,1736625715
368,fisterra,42.9049,-9.2629,14.72,87,95,2.85,ES,1736625919
369,san antonio de pale,-1.4014,5.6325,27.38,79,54,4.44,GQ,1736625921
370,chos malal,-37.3781,-70.2709,33.86,20,3,5.0,AR,1736625922
371,surgut,61.25,73.4167,-12.9,92,0,5.0,RU,1736625910
372,champerico,14.3,-91.9167,28.17,66,0,4.11,GT,1736625925
373,itoman,26.1247,127.6694,14.96,63,100,7.72,JP,1736625926
374,owase,34.0667,136.2,3.61,66,100,0.91,JP,1736625853
375,choele choel,-39.2667,-65.6833,34.9,23,9,3.42,AR,1736625930
376,crookston,47.7741,-96.6081,-6.94,79,100,4.12,US,1736625933
377,polyarnyy,69.1989,33.4478,-14.87,95,0,4.94,RU,1736625934
378,bubaque,11.2833,-15.8333,26.31,69,0,5.2,GW,1736625936
379,arkhangel'sk,64.5401,40.5433,-16.94,85,0,3.0,RU,1736625937
380,ar ruways,24.1103,52.7306,18.4,74,1,3.06,AE,1736625938
381,semera,11.501,41.201,22.2,60,20,6.33,ET,1736625940
382,nizhneudinsk,54.9076,99.0276,-7.03,89,100,1.86,RU,1736625941
383,jumla,29.2747,82.1838,-1.46,57,0,3.07,NP,1736625942
384,uwajima,33.2238,132.56,2.22,76,93,1.69,JP,1736625944
385,saint-francois,46.4154,3.9054,-2.31,93,0,3.6,FR,1736625945
386,lompoc,34.6391,-120.4579,19.24,33,0,8.75,US,1736625946
387,el fasher,13.6279,25.3494,16.51,26,5,4.36,SD,1736625770
388,cabedelo,-6.9811,-34.8339,29.37,76,63,5.05,BR,1736625889
389,formosa do rio preto,-11.0483,-45.1931,25.07,89,100,2.0,BR,1736625814
390,palafrugell,41.9174,3.1631,11.86,64,52,8.49,ES,1736625953
391,nacala,-14.5428,40.6728,27.62,83,40,2.57,MZ,1736625954
392,altay,47.8667,88.1167,-13.02,88,87,2.39,CN,1736625955
393,galesong,-5.3166,119.3661,26.03,85,100,2.76,ID,1736625956
394,madhubani,26.3667,86.0833,14.62,64,0,1.84,IN,1736625958
395,sanming,26.2486,117.6186,0.28,38,0,0.57,CN,1736625959
396,manokwari,-0.8667,134.0833,25.93,79,100,1.23,ID,1736625960
397,sargatskoye,55.6101,73.4972,-8.02,96,99,2.88,RU,1736625962
398,carbonear,47.7332,-53.2148,1.34,92,98,6.69,CA,1736625963
399,cabo san lucas,22.8909,-109.9124,22.09,32,0,5.66,MX,1736625965
400,warner robins,32.621,-83.5999,6.54,57,0,6.17,US,1736625966
401,nizhneangarsk,55.7833,109.55,-13.87,95,100,1.12,RU,1736625967
402,alaghsas,17.0187,8.0168,19.3,21,100,7.12,NE,1736625969
403,bukama,-9.2,25.85,20.83,97,89,0.68,CD,1736625970
404,pristen',51.2355,36.6959,1.5,69,100,3.02,RU,1736625971
405,campo do brito,-10.7333,-37.4933,24.76,87,100,3.38,BR,1736625766
406,obama,35.4958,135.746,3.86,74,100,2.94,JP,1736625974
407,palmer,42.1584,-72.3287,-1.04,72,100,4.63,US,1736625975
408,barah,13.7,30.3667,16.91,24,2,5.58,SD,1736625872
409,vorkuta,67.5,64.0,-21.39,100,81,2.38,RU,1736625978
410,magadan,59.5667,150.8,-25.29,83,2,3.24,RU,1736625979
411,touros,-5.1989,-35.4608,27.61,74,100,4.15,BR,1736625980
412,turbat,26.0023,63.044,16.91,25,2,5.78,PK,1736625982
413,akersberga,59.4794,18.2997,-0.41,87,8,8.28,SE,1736625983
414,canutama,-6.5339,-64.3831,28.44,80,100,0.87,BR,1736625984
415,javanrud,34.7961,46.5172,3.41,99,100,2.91,IR,1736625986
416,cestos city,5.46,-9.5828,27.46,78,100,3.4,LR,1736625987
417,bayevo,53.2833,80.7667,-9.47,96,100,4.82,RU,1736625989
418,kenai,60.5544,-151.2583,1.19,94,20,4.12,US,1736625900
419,neuville-en-ferrain,50.75,3.15,-0.98,85,80,1.72,FR,1736625992
420,bandarbeyla,9.4942,50.8122,23.03,66,100,7.8,SO,1736625993
421,karasburg,-28.0167,18.75,25.11,20,0,9.2,NA,1736625995
422,dakhla,23.6848,-15.958,19.01,72,0,10.8,EH,1736625996
423,najera,42.4244,-2.734,7.45,88,71,2.36,ES,1736625997
424,dauphin,51.1494,-100.0502,-10.92,85,100,5.14,CA,1736625592
425,kailua-kona,19.6406,-155.9956,24.19,80,40,4.63,US,1736626000
426,ampanihy,-24.7,44.75,28.1,55,0,2.17,MG,1736626001
427,puerto armuelles,8.2833,-82.8667,26.72,76,100,0.45,PA,1736626002
428,keflavik,64.0049,-22.5624,5.24,100,75,9.26,IS,1736626004
429,onega,63.9061,38.1404,-8.89,94,100,2.09,RU,1736626005
430,dhidhdhoo,6.8833,73.1,27.12,76,100,2.26,MV,1736626006
431,kruisfontein,-34.0033,24.7314,18.97,74,54,7.29,ZA,1736626007
432,aykhal,66.0,111.5,-27.97,100,100,3.52,RU,1736626009
433,la sarre,48.8002,-79.1996,-5.06,87,100,1.42,CA,1736626010
434,gisborne,-38.6533,178.0042,14.32,69,95,7.31,NZ,1736626011
435,satana,20.5833,74.2,17.41,60,53,2.09,IN,1736625881
436,kiunga,-6.1219,141.2906,23.03,100,100,0.97,PG,1736626014
437,zhezqazghan,47.7833,67.7667,-14.71,80,8,2.91,KZ,1736626015
438,pangody,65.85,74.4859,-20.38,96,40,4.09,RU,1736626018
439,camarinas,43.1311,-9.1817,13.29,92,94,3.09,ES,1736626019
440,usinsk,65.9939,57.5281,-20.03,100,88,4.99,RU,1736626020
441,qacha's nek,-30.1154,28.6894,18.38,66,100,1.5,LS,1736626022
442,kuala belait,4.5833,114.1833,24.1,95,100,2.77,BN,1736626023
443,jamaame,0.0697,42.745,24.1,82,87,4.98,SO,1736626026
444,pelabuhanratu,-6.9875,106.5514,25.96,83,93,0.53,ID,1736626027
445,dzhambeyty,50.2536,52.595,-5.33,83,6,4.57,KZ,1736626028
446,queenstown,-31.8976,26.8753,19.47,88,99,2.97,ZA,1736625605
447,toliara,-23.35,43.6667,28.06,85,0,1.37,MG,1736626031
448,baryshivka,50.361,31.3217,-0.62,87,10,3.17,UA,1736626032
449,emerald,-23.5333,148.1667,25.4,74,19,1.8,AU,1736626033
450,valparaiso,-33.0393,-71.6273,21.34,58,40,5.14,CL,1736626035
451,shimoda,34.6667,138.95,6.54,69,100,4.22,JP,1736626036
452,yelizovo,53.1873,158.3805,-16.92,51,0,2.0,RU,1736626038
453,mugia,43.1041,-9.2179,13.28,91,93,3.15,ES,1736626040
454,conduaga,8.862,117.4893,25.19,89,89,4.33,PH,1736626041
455,talata mafara,12.5732,6.0597,21.88,18,9,5.15,NG,1736626043
456,alo,6.5486,4.2686,25.42,70,49,2.75,NG,1736626044
457,santiago,-33.4569,-70.6483,32.88,23,40,6.69,CL,1736625557
458,changde,29.0464,111.6783,6.08,44,0,3.19,CN,1736626046
459,dampit,-8.2116,112.7493,22.12,94,100,1.38,ID,1736626048
460,uray,60.1247,64.7758,-14.94,97,90,0.47,RU,1736626049
461,nar'yan-mar,67.6713,53.087,-17.24,88,93,5.78,RU,1736626050
462,mudgee,-32.5943,149.5871,16.25,88,100,1.14,AU,1736626052
463,hobyo,5.3505,48.5268,23.87,71,100,9.74,SO,1736626053
464,general pico,-35.6566,-63.7568,36.98,18,75,2.25,AR,1736625858
465,jayapura,-2.5333,140.7,24.66,93,100,1.31,ID,1736625856
466,suntar,62.1444,117.6319,-17.0,91,100,2.68,RU,1736626057
467,altai,46.3722,96.2583,-15.57,96,100,2.88,MN,1736626058
468,ujae,8.9322,165.7642,27.67,79,87,11.08,MH,1736626060
469,tirebolu,41.0069,38.8139,11.44,59,73,3.29,TR,1736626061
470,tongliao,43.6125,122.2653,-12.94,56,5,0.5,CN,1736626062
471,daru,-9.0763,143.2092,24.44,93,100,3.48,PG,1736626063
472,baneasa,44.0461,26.0642,2.31,72,100,2.2,RO,1736626065
473,jalalpur pirwala,29.5069,71.2192,10.47,72,0,2.0,PK,1736626067
474,bay city,43.5945,-83.8889,0.88,67,0,4.63,US,1736625865
475,polessk,54.862,21.1028,-0.79,92,74,4.43,RU,1736626070
476,revda,56.801,59.9303,-0.84,94,100,3.41,RU,1736626071
477,palikir - national government center,6.9248,158.1611,26.41,83,100,2.06,FM,1736626073
478,cartagena del chaira,1.3349,-74.8429,32.29,43,100,2.24,CO,1736625892
479,paita,-5.0892,-81.1144,23.74,70,100,5.05,PE,1736626075
480,punta del este,-34.9667,-54.95,22.15,78,40,5.14,UY,1736625952
481,camocim,-2.9022,-40.8411,28.46,73,48,6.68,BR,1736626079
482,linden,6.0,-58.3,26.42,85,48,2.05,GY,1736626044
483,camacupa,-12.0167,17.4833,17.27,97,69,1.93,AO,1736626082
484,lubang,13.8584,120.124,26.01,80,99,12.02,PH,1736626083
485,capao da canoa,-29.7456,-50.0097,23.47,68,82,4.54,BR,1736625818
486,takoradi,4.8845,-1.7554,27.25,81,4,3.58,GH,1736625999
487,guayaramerin,-10.8368,-65.3614,28.12,73,100,0.46,BO,1736626087
488,san julian,21.0167,-102.1667,15.88,64,96,8.68,MX,1736626088
489,castillos,-34.1667,-53.8333,23.66,56,0,4.32,UY,1736625818
490,ghanzi,-21.5667,21.7833,23.19,70,100,3.2,BW,1736626094
491,salinopolis,-0.6136,-47.3561,26.99,86,44,5.32,BR,1736626095
492,xining,36.6167,101.7667,-7.44,37,0,0.76,CN,1736626096
493,maine soroa,13.2114,12.0241,18.31,22,8,4.41,NE,1736626097
494,diu,20.7141,70.9822,18.51,40,0,3.77,IN,1736626099
495,eraan,9.0629,117.7016,25.35,89,100,4.19,PH,1736626100
496,bel ombre,-4.6167,55.4167,27.34,73,81,5.52,SC,1736626101
497,remire-montjoly,4.9167,-52.2667,29.02,79,75,5.14,GF,1736626102
498,tikhvin,59.6451,33.5294,1.06,100,100,2.16,RU,1736626104
499,wajir,1.7471,40.0573,29.96,40,100,4.13,KE,1736626105
500,beau vallon,-20.4189,57.6953,26.13,83,20,6.69,MU,1736626106
501,buharkent,37.964,28.7427,11.68,91,100,2.14,TR,1736626108
502,kwekwe,-18.9281,29.8149,22.07,79,100,1.99,ZW,1736626109
503,tweed heads,-28.1817,153.547,20.02,100,75,3.09,AU,1736626110
504,dorogobuzh,54.915,33.2972,-3.01,88,24,3.86,RU,1736626112
505,cururupu,-1.8283,-44.8683,27.83,75,85,2.17,BR,1736626031
506,jeddah,21.5169,39.2192,23.92,41,40,4.12,SA,1736626114
507,jaisalmer,26.9147,70.9181,14.72,43,0,4.12,IN,1736626116
508,rosarito,32.3333,-117.0333,16.19,54,0,2.29,MX,1736625593
509,williamsburg,37.2707,-76.7075,4.07,72,40,5.66,US,1736626118
510,northwood,40.4728,-83.7324,-0.52,79,40,4.63,US,1736626121
511,ravar,31.2656,56.8055,9.02,43,51,0.87,IR,1736626122
512,darwin,-12.4611,130.8418,28.94,84,100,3.6,AU,1736625872
513,meiktila,20.8667,95.8667,18.22,68,4,1.9,MM,1736626125
514,barclayville,4.6797,-8.2339,26.33,83,96,2.82,LR,1736626126
515,krasnokholmskiy,55.9873,55.0466,0.71,96,100,3.88,RU,1736626127
516,markala,13.7021,-6.0659,24.37,14,99,3.83,ML,1736626129
517,paracuru,-3.41,-39.0306,28.17,72,92,4.26,BR,1736625948
518,hami,42.8,93.45,-6.46,73,38,2.49,CN,1736626131
519,mpika,-11.8343,31.4529,17.35,93,85,1.33,ZM,1736626132
520,primorskiy,43.0983,131.5875,-12.05,64,0,3.8,RU,1736626134
521,sao paulo de olivenca,-3.3783,-68.8725,33.13,53,82,0.53,BR,1736626135
522,motygino,58.1831,94.7592,-6.91,95,100,3.54,RU,1736626136
523,saint-denis,48.9167,2.3333,1.28,98,100,2.06,FR,1736626138
524,selkirk,50.1436,-96.8845,-9.9,81,100,0.89,CA,1736626139
525,vuktyl,63.8567,57.3094,-22.28,100,55,1.26,RU,1736626140
526,weining,26.85,104.2333,-1.09,78,52,2.0,CN,1736626141
527,hasaki,35.7333,140.8333,8.97,35,100,2.58,JP,1736626143
528,sumusta as sultani,28.9167,30.85,14.8,56,18,3.42,EG,1736625983
529,nadym,65.5333,72.5167,-18.37,92,90,4.42,RU,1736626145
530,vohibinany,-17.35,49.0333,23.99,99,100,3.29,MG,1736626146
531,coahuayana de hidalgo,18.7,-103.6583,24.63,74,100,0.64,MX,1736626149
532,pozega,45.3403,17.6853,0.36,74,22,0.51,HR,1736626150
533,gaigeturi,33.4644,126.3183,6.05,53,100,7.96,KR,1736626152
534,ploneour-lanvern,47.9,-4.2833,6.18,93,100,2.57,FR,1736626153
535,carnarvon,-24.8667,113.6333,24.94,64,53,7.03,AU,1736626154
536,alexandria,31.2156,29.9553,16.73,78,16,3.52,EG,1736625647
537,nizhnesortymskiy,62.4397,71.7603,-16.03,90,10,5.82,RU,1736626157
538,shchuchinsk,52.9333,70.2,-14.45,96,52,2.2,KZ,1736626159
539,jinchang,38.4953,102.1739,-2.56,22,0,2.64,CN,1736626160
540,ryotsu-minato,38.0833,138.4333,3.65,60,100,1.57,JP,1736626161
541,kolpashevo,58.3131,82.9089,-9.11,94,100,3.76,RU,1736626162
542,nagqu,31.5,92.0,-10.0,23,1,0.6,CN,1736626164
543,olinda,-8.0089,-34.8553,28.85,74,40,5.66,BR,1736626165
544,celeyke,38.0597,37.1879,1.4,76,76,1.21,TR,1736626166
545,rehli,23.6333,79.0833,15.84,45,0,1.77,IN,1736626167
546,pitiquito,30.7,-112.0833,17.66,13,0,1.75,MX,1736626170
547,sheki,41.1919,47.1706,6.22,42,0,1.88,AZ,1736626171
548,portland,45.5234,-122.6762,7.63,90,99,2.68,US,1736625609
549,goz beida,13.95,20.55,19.51,21,0,4.2,TD,1736626174
550,middelharnis,51.7575,4.1653,2.56,81,100,3.65,NL,1736626175
551,kurchatov,51.6601,35.6521,-1.1,92,36,2.4,RU,1736626176
552,geiro,-6.15,36.8667,17.6,98,86,1.05,TZ,1736626178
